id,NameEn,NameKr,GenKr,GenName
9364,Polmin Lina Sustained-release Tablet,폴민리나서방정밀리그램,리나글립틴(미분화),linagliptin
9365,Polmin Sita Sustained-release Tablet,폴민시타서방정밀리그램,시타글립틴염산염수화물,sitagliptin
9366,Polmin Empa Sustained-release Tablet,폴민엠파서방정밀리그램,엠파글리플로진,empagliflozin
9367,Polsetin Capsule,폴세틴캡슐밀리그램,플루옥세틴염산염,fluoxetine
9368,Polstin Tablet,폴스틴정밀리그램,로수바스타틴칼슘,rosuvastatin
9369,Pugacin Tablet,푸가신정밀리그램,오플록사신,ofloxacin
9370,Funazol M Tablet,푸나졸엠정,플루코나졸,fluconazole
9371,Funazol M Capsule,푸나졸엠캡슐,플루코나졸,fluconazole
9372,Furazol Capsule,푸라졸캡슐,플루코나졸,fluconazole
9373,Furacan Tablet,푸라칸정,플루코나졸,fluconazole
9374,Furacan Tablet,푸라칸정밀리그램,플루코나졸,fluconazole
9375,Furaxim Injection,푸락심주사밀리그램,세푸록심나트륨,cefuroxime
9376,Furogol Sustained-release Capsule,푸로골서방캡슐밀리그램,딜티아젬염산염,diltiazem
9377,Furogra Tablet,푸로그라정밀리그램,실데나필시트르산염,sildenafil
9378,Furonal Tablet,푸로날정밀리그램,플루코나졸,fluconazole
9379,Furonal Capsule,푸로날캡슐,플루코나졸,fluconazole
9380,Furoris Tablet,푸로리스정,타다라필,tadalafil
9381,Furostal L Sustained-release Tablet,푸로스탈엘서방정,클로르마디논아세테이트,chlormadinone
9382,Furosinol Injection,푸로시놀주사,플로로글루시놀수화물,phloroglucinol
9383,Furoox Capsule,푸로옥캡슐밀리그램,플루옥세틴염산염,fluoxetine
9384,Furocan Capsule,푸로칸캡슐,플루코나졸,fluconazole
9385,Furocare Tablet,푸로케어정,피나스테리드,finasteride
9386,Furotimin Injection,푸로티민주,푸르설티아민염산염,fursultiamine
9387,Furotin Capsule,푸로틴캡슐,플루옥세틴염산염,fluoxetine
9388,Furopin Capsule,푸로핀캡슐,플루옥세틴염산염,fluoxetine
9389,Furopin Capsule,푸로핀캡슐밀리그램,플루옥세틴염산염,fluoxetine
9390,Furox Capsule,푸록스캡슐밀리그램,플루옥세틴염산염,fluoxetine
9391,Furoctin Dispersible Tablet,푸록틴확산정밀리그램,플루옥세틴염산염,fluoxetine
9392,Furunazol Injection,푸루나졸주,플루코나졸,fluconazole
9393,Furusetin Capsule,푸루세틴캡슐밀리그램,플루옥세틴염산염,fluoxetine
9394,Furujin Capsule,푸루진캡슐,플루코나졸,fluconazole
9395,Furukonal Tablet,푸루코날정밀리그램,플루코나졸,fluconazole
9396,Furukonal Capsule,푸루코날캡슐밀리그램,플루코나졸,fluconazole
9397,Furukozol Capsule,푸루코졸캡슐,플루코나졸,fluconazole
9398,Furukozol Capsule,푸루코졸캡슐밀리그램,플루코나졸,fluconazole
9399,Furumin Injection,푸르민주,푸르설티아민염산염,fursultiamine
9400,Pureunsol Cream,푸른솔크림,프레드니솔론발레로아세테이트,prednisolone
9401,Puride Tablet,푸리드정,이토프리드염산염,itopride
9402,Pumatipen Syrup,푸마티펜시럽,푸마르산케토티펜,ketotifen fumarate
9403,Pumatipen Tablet,푸마티펜정,케토티펜푸마르산염,ketotifen fumarate
9404,Pusetin Capsule,푸세틴캡슐,플루옥세틴염산염,fluoxetine
9405,Pusikon Tablet,푸시콘정,폴리카르보필칼슘,calcium polycarbophil
9406,Pujol Capsule,푸졸캡슐,플루코나졸,fluconazole
9407,Pujol Capsule,푸졸캡슐밀리그램,플루코나졸,fluconazole
9408,Pukojol Capsule,푸코졸캡슐,플루코나졸,fluconazole
9409,Putidin Tablet,푸티딘정밀리그램,라푸티딘,lafutidine
9410,Pulmicane Nebulizer Suspension,풀미칸분무용현탁액,미분화부데소니드,budesonide
9411,Pulmicort Respules Nebulizer Suspension,풀미코트레스퓰분무용현탁액ml,부데소니드(미분화),budesonide
9412,Pulbet Injection,풀베트주,풀베스트란트,fulvestrant
9413,Pulairon Eye Drops,풀아이론점안액,플루오로메톨론,fluorometholone
9414,Pulairon T Eye Drops,풀아이론티점안액,플루오로메톨론,fluorometholone
9415,Pulcona Capsule,풀코나캡슐,플루코나졸,fluconazole
9416,Pungnim Dobesilate Tablet,풍림도베실산정밀리그램,도베실산칼슘수화물,calcium dobesilate
9417,Pungnim Limaprost Alfadex Tablet,풍림리마프로스트알파덱스정,리마프로스트알파덱스,limaprost alfadex
9418,Puramin Injection,퓨라민주,L-이소류신,l-isoleucine
9419,Pgarlin Capsule,프가린캡슐밀리그램,프레가발린,pregabalin
9420,Pgatin Capsule,프가틴캡슐밀리그램,프레가발린,pregabalin
9421,Pdirone Tablet,프디론정밀리그램,메틸프레드니솔론,methylprednisolone
9422,Fragmin Injection,프라그민주밀리리터,달테파린나트륨,dalteparin
9423,Fragmin Injection,프라그민주ml,달테파린나트륨,dalteparin
9424,Pradabi Capsule,프라다비캡슐밀리그램,다비가트란에텍실레이트메실산염,dabigatran etexilate mesilate
9425,Pramox Tablet,프라목스정밀리그램,아목시실린수화물,amoxicillin
9426,Pravatadin Tablet,프라바타딘정,프라바스타틴나트륨,pravastatin
9427,Pravapenix Capsule,프라바페닉스캡슐,프라바스타틴나트륨,pravastatin
9428,Pravixen Tablet,프라빅센정,클로피도그렐황산염,clopidogrel sulfate
9429,Pravic Tablet,프라빅정,클로피도그렐황산수소염,clopidogrel bisulfate
9430,Prastan Tablet,프라스탄정,프라바스타틴나트륨,pravastatin
9431,Primene Injection,프라이멘주사,엘발린,l-valine
9432,Prime Mosapride SR Tablet,프라임모사프리드에스알정밀리그램,모사프리드시트르산염수화물,mosapride citrate
9433,Prime Entecavir Tablet,프라임엔테카비르정밀리그램,엔테카비르수화물,entecavir
9434,Prozac Capsule,프라작캡슐,플루옥세틴염산염,fluoxetine
9435,Prazol Capsule,프라졸캡슐,오메프라졸장용성과립,omeprazole
9436,Prazing Tablet,프라징정밀리그램,폴라프레징크,polaprezinc
9437,Prakanon Tablet,프라카논정밀리그램,프란루카스트수화물,pranlukast
9438,Pracort Tablet,프라코트정,미결정데프라자코르트,deflazacort
9439,Praquip Tablet,프라큅정밀리그램,로피니롤염산염,ropinirole
9440,Pratam Sustained-release Tablet,프라탐서방정,탐스로신염산염,tamsulosin
9441,Pratin Tablet,프라틴정,프라바스타틴나트륨,pravastatin
9442,Prapexol Tablet,프라펙솔정밀리그램,프라미펙솔염산염일수화물,pramipexole
9443,Praflu Capsule,프라플루캡슐밀리그램,오셀타미비르인산염,oseltamivir phosphate
9444,Praxin Tablet,프락신정,오플록사신,ofloxacin
9445,Prandin Tablet,프란딘정,미결정데프라자코르트,deflazacort
9446,Pran Capsule,프란캡슐,프란루카스트수화물,pranlukast
9447,Pralin Capsule,프랄린캡슐밀리그램,프레가발린,pregabalin
9448,Prady Capsule,프래디캡슐밀리그램,프레가발린,pregabalin
9449,Pregalin Capsule,프레가린캡슐밀리그램,프레가발린,pregabalin
9450,Pregaba Capsule,프레가바캡슐,프레가발린,pregabalin
9451,Pregaba,프레가바캡슐밀리그램,프레가발린,pregabalin
9452,Pregastar,프레가스타캡슐밀리그램,프레가발린,pregabalin
9453,Prega,프레가캡슐밀리그램,프레가발린,pregabalin
9454,Pregan,프레간캡슐밀리그램,프레가발린,pregabalin
9455,Pregal,프레갈캡슐밀리그램,프레가발린,pregabalin
9456,Prenel,프레넬캡슐밀리그램,프레가발린,pregabalin
9457,Prenorin,프레노린분말흡입제,미분화부데소니드,budesonide (micronized)
9458,Prenew,프레뉴캡슐밀리그램,프레가발린,pregabalin
9459,Preda,프레다정,에스트라디올반수화물,estradiol hemihydrate
9460,Predwin,프레드윈정,메틸프레드니솔론,methylprednisolone
9461,Pred,프레드정밀리그램,메틸프레드니솔론,methylprednisolone
9462,Predid,프레디드캡슐밀리그램,프레가발린,pregabalin
9463,Predisol,프레디솔정,메틸프레드니솔론(미분화),methylprednisolone (micronized)
9464,Predic,프레딕캡슐밀리그램,프레가발린,pregabalin
9465,Predin,프레딘캡슐밀리그램,프레가발린,pregabalin
9466,Prera,프레라캡슐밀리그램,프레가발린,pregabalin
9467,Premina,프레미나정밀리그램,결합형에스트로겐,conjugated estrogens
9468,Premic,프레믹정,폴라프레징크,polaprezinc
9469,Preva,프레바캡슐밀리그램,프레가발린,pregabalin
9470,Prevalin,프레발린캡슐밀리그램,프레가발린,pregabalin
9471,Prevel,프레벨액,프레드니카르베이트,prednicarbate
9472,Prevel,프레벨연고,프레드니카르베이트,prednicarbate
9473,Previn,프레빈캡슐,프레가발린,pregabalin
9474,Previn,프레빈캡슐밀리그램,프레가발린,pregabalin
9475,Prestazol,프레스타졸정,실로스타졸,cilostazol
9476,Presta,프레스타캡슐밀리그램,프레가발린,pregabalin
9477,Prestin,프레스틴정밀리그램,암로디핀베실산염,amlodipine besilate
9478,Presilo SR,프레실로서방캡슐밀리그램,실로스타졸,cilostazol
9479,Preyaji,프레야지정밀리그램,다폭세틴염산염,dapoxetine
9480,Prezol,프레졸액,탄산수소나트륨,sodium bicarbonate
9481,Prezol,프레졸,염화나트륨,sodium chloride
9482,Prezol SR,프레졸SR캡슐,실로스타졸,cilostazol
9483,Prezcobix,프레즈코빅스정,다루나비르에탄올레이트,darunavir ethanolate
9484,Prezing,프레징정,폴라프레징크,polaprezinc
9485,Prezinc,프레징크정,폴라프레징크,polaprezinc
9486,Precarin,프레카린캡슐,프레가발린,pregabalin
9487,Preca,프레카크림,프레드니카르베이트,prednicarbate
9488,Precap,프레캅캡슐밀리그램,프레가발린,pregabalin
9489,Prekel,프레켈정밀리그램,푸마르산쿠에티아핀,quetiapine fumarate
9490,Preta,프레타정,실로스타졸,cilostazol
9491,Pletal SR,프레탈서방캡슐,실로스타졸(미분화),cilostazol (micronized)
9492,Pletal SR,프레탈서방캡슐밀리그램,실로스타졸(미분화),cilostazol (micronized)
9493,Pletal OD,프레탈오디정밀리그램,실로스타졸,cilostazol
9494,Pletal,프레탈정밀리그램,실로스타졸,cilostazol
9495,Pretop,프레탑캡슐밀리그램,프레가발린,pregabalin
9496,Preto,프레토정,클로피도그렐황산염,clopidogrel sulfate
9497,Preto Plus,프레토플러스캡슐,클로피도그렐황산염,clopidogrel sulfate
9498,Pretol,프레톨정,실로스타졸,cilostazol
9499,Pretine,프레틴캡슐밀리그램,프레가발린,pregabalin
9500,Prepentin,프레펜틴정밀리그램,프레가발린,pregabalin
9501,Prepentin Capsule,프레펜틴캡슐밀리그램,프레가발린,pregabalin
9502,Preporin Injection,프레포린주사밀리그램,메틸프레드니솔론숙시네이트나트륨,methylprednisolone succinate
9503,Prepsy Capsule,프렙시캡슐,프레가발린,pregabalin
9504,Prograf Capsule,프로그랍캅셀,타크로리무스수화물,tacrolimus
9505,Progynova Tablet,프로기노바정밀리그램,에스트라디올발레레이트,estradiol valerate
9506,Pronad Tablet,프로나드정밀리그램,피나스테리드,finasteride
9507,Pronan Capsule,프로난캡슐,플루코나졸,fluconazole
9508,Pronin Capsule,프로닌캡슐,플루옥세틴염산염,fluoxetine
9509,Pronin Capsule,프로닌캡슐밀리그램,플루옥세틴염산염,fluoxetine
9510,Prodat Soft Capsule,프로다트연질캡슐밀리그램,두타스테리드,dutasteride
9511,Prodac Tablet,프로닥정,나부메톤,nabumetone
9512,Prodipin Tablet,프로디핀정,암로디핀베실산염,amlodipine besilate
9513,Prolxo Tablet,프로록소정,록소프로펜나트륨수화물,loxoprofen
9514,Prolxofen Tablet,프로록소펜정,록소프로펜나트륨수화물,loxoprofen
9515,Promac Tablet,프로막정밀리그램,발프로산마그네슘,magnesium valproate
9516,Promac Granule,프로맥과립,폴라프레징크,polaprezinc
9517,Promac Tablet,프로맥정,폴라프레징크,polaprezinc
9518,Promebutin SR Tablet,프로메부틴서방정,트리메부틴말레산염,trimebutine maleate
9519,Prometax Patch,프로메탁스패취,리바스티그민,rivastigmine
9520,Prometon Tablet,프로메톤정,나부메톤,nabumetone
9521,Promet Tablet,프로메트정밀리그램,시타글립틴염산염수화물,sitagliptin
9522,Promoa Tablet,프로모아정밀리그램,피나스테리드,finasteride
9523,Promon Lotion,프로몬로션,모메타손푸로에이트,mometasone furoate
9524,Provera Tablet,프로베라정,메드록시프로게스테론아세테이트,medroxyprogesterone acetate
9525,Proberin Tablet,프로베린정,프로피베린염산염,propiverine
9526,Probeblue Injection,프로베블루주,메틸렌블루,methylene blue
9527,Probepix Tablet,프로베픽스정,프로피베린염산염,propiverine
9528,Probocolin Acid,프로보콜린산밀리그램,메타콜린염화물,methacholine chloride
9529,Provisc Injection,프로비스크주,히알루론산나트륨,sodium hyaluronate
9530,Provigil Tablet,프로비질정밀리그램,모다피닐,modafinil
9531,Probix Tablet,프로빅스정,클로피도그렐황산수소염,clopidogrel bisulfate
9532,Probic Tablet,프로빅정,클로피도그렐베실산염,clopidogrel besilate
9533,Probict Tablet,프로빅트정,클로피도그렐황산염,clopidogrel sulfate
9534,Probin Tablet,프로빈정밀리그램,프로피베린염산염,propiverine
9535,Prosaid Tablet,프로세이드정,비칼루타미드,bicalutamide
9536,Procezil Tablet,프로세질정밀리그램,세프프로질수화물,cefprozil
9537,Procetin Capsule,프로세틴캡슐,플루옥세틴염산염,fluoxetine
9538,Procetil Dry Syrup,프로세틸건조시럽,세프포독심프록세틸,cefpodoxime proxetil
9539,Procetil Tablet,프로세틸정,세프포독심프록세틸,cefpodoxime proxetil
9540,Procef Dry Syrup,프로세프건조시럽,세프프로질수화물,cefprozil
9541,Procef Tablet,프로세프정,세프프로질수화물,cefprozil
9542,Prosol Lotion,프로솔로션,클로베타솔프로피오네이트,clobetasol propionate
9543,Prosol Ointment,프로솔연고,클로베타솔프로피오네이트,clobetasol propionate
9544,Prosta Capsule,프로스타캡슐,실로도신,silodosin
9545,Prostal SR Capsule,프로스탈서방캡슐밀리그램,실로스타졸,cilostazol
9546,Prosteride Tablet,프로스테리드정,피나스테리드,finasteride
9547,Prosteride Tablet,프로스테리드정밀리그램,피나스테리드,finasteride
9548,Prost Tablet,프로스트정,리마프로스트알파덱스,limaprost alfadex
9549,Prostin E2 Vaginal Tablet,프로스틴이투질정,디노프로스톤,dinoprostone
9550,Prostil Tablet,프로스틸정,피나스테리드,finasteride
9551,Procy Tab.,프로시정,피나스테리드,finasteride
9552,Procitol Tab.,프로시톨정,프로피베린염산염,propiverine
9553,Procin Tab. mg,프로신정밀리그램,레보플록사신,levofloxacin
9554,Proamo Tab. mg,프로아모정밀리그램,피나스테리드,finasteride
9555,Proimer Tab.,프로이머정,프로싸이클리딘염산염,procyclidine
9556,Proiban Tab. mg,프로이반정밀리그램,이반드론산나트륨일수화물,ibandronic acid
9557,Prozartan Tab.,프로자탄정,로사르탄칼륨,losartan
9558,Prozartan Tab. mg,프로자탄정밀리그램,로사르탄칼륨,losartan
9559,Progea Prefilled Inj.,프로제아프리필드주,라모세트론염산염,ramosetron
9560,Prozinc Tab.,프로징크정,폴라프레징크,polaprezinc
9561,Procaban Cap.,프로카반캡슐,프레가발린,pregabalin
9562,Procaban Cap. mg,프로카반캡슐밀리그램,프레가발린,pregabalin
9563,Procapen Tab. mg,프로카펜정밀리그램,세프카펜피복실염산염수화물,cefcapene pivoxil
9564,Procalin Tab. mg,프로칼린정밀리그램,비칼루타미드,bicalutamide
9565,Procal Tab. mg,프로칼정밀리그램,프루칼로프라이드숙신산염,prucalopride
9566,Procough Syrup,프로코푸시럽,레보드로프로피진,levodropropizine
9567,Procough CR Sustained-release Tab.,프로코푸씨알서방정,레보드로프로피진,levodropropizine
9568,Procough Tab.,프로코푸정,레보드로프로피진,levodropropizine
9569,Procontin Sustained-release Tab.,프로콘틴서방정,옥시코돈염산염,oxycodone
